,joint_drug_name,condition_concept_name,PRR,PRR_error
2195,acetaminophen_diazepam,upper limb fracture,1.63636,1.63636
2196,lisinopril_valproate,injury associated with device,1.66667,1.66667
2197,vinorelbine_loxoprofen,loss of consciousness,2.0,2.0
2198,morphine_bupropion,atelectasis,14.2857,14.2857
2199,rofecoxib_interferon beta-1a,gastrooesophageal reflux disease,6.66667,6.66667
2200,famotidine_nebivolol,skin burning sensation,10.0,10.0
2201,tobramycin_spironolactone,protein total decreased,20.0,20.0
2202,famotidine_interferon beta-1a,anaemia,2.72727,2.72727
2203,amlodipine_zonisamide,swelling face,2.0,2.0
2204,amlodipine_nadolol,platelet count decreased,0.769231,0.769231
2205,propoxyphene_methotrexate,infusion site burning,10.0,10.0
2206,methotrexate_potassium chloride,platelet count decreased,3.39623,3.39623
2207,ranitidine_flecainide,pain in extremity,0.769231,0.769231
2208,lisinopril_vincristine,dysgeusia,30.0,30.0
2209,nitroglycerin_regadenoson,fall,0.909091,0.909091
2210,sumatriptan_valproate,syncope,4.11765,4.11765
2211,methylprednisolone_alfacalcidol,pericardial effusion,3.33333,3.33333
2212,mesalamine_digoxin,hiatus hernia,10.0,10.0
2213,fexofenadine_omeprazole,hilar lymphadenopathy,5.0,5.0
2214,naproxen_doxorubicin,abdominal discomfort,2.5,2.5
2215,lactulose_zoledronic acid,vith nerve paralysis,10.0,10.0
2216,polyethylene glycol 3350_psyllium,blood glucose decreased,6.66667,6.66667
2217,amlodipine_duloxetine,drug dispensing error,1.11111,1.11111
2218,losartan_terazosin,cardiomyopathy,16.6667,16.6667
2219,escitalopram_hydroxyzine,mobility decreased,0.416667,0.416667
2220,morphine_adalimumab,hernia,10.0,10.0
2221,famotidine_sodium chloride,deafness,2.0,2.0
2222,metronidazole_etoposide,pulmonary embolism,3.75,3.75
2223,diphenhydramine_trazodone,anogenital warts,20.0,20.0
2224,pseudoephedrine_hydromorphone,"hallucination, visual",10.0,10.0
2225,hydrocodone_carvedilol,bacterial test positive,30.0,30.0
2226,cilostazol_carvedilol,international normalised ratio increased,12.0,12.0
2227,enalapril_trazodone,azotaemia,10.0,10.0
2228,atorvastatin_brinzolamide,expired drug administered,20.0,20.0
2229,ergocalciferol_teriparatide,death,0.740741,0.740741
2230,losartan_rosuvastatin,staphylococcal infection,0.434783,0.434783
2231,melphalan_thalidomide,injury,2.1875,2.1875
2232,atorvastatin_allopurinol,movement disorder,0.380952,0.380952
2233,diazepam_nicotine,fatigue,0.992366,0.992366
2234,etanercept_gliclazide,cerebral atrophy,10.0,10.0
2235,hydrochlorothiazide_hydroxychloroquine,blood glucose increased,0.2,0.2
2236,duloxetine_adalimumab,glomerular filtration rate decreased,1.81818,1.81818
2237,fexofenadine_clozapine,white blood cell count increased,5.0,5.0
2238,"insulin, aspart, human_insulin glargine",injection site pain,1.34615,1.34615
2239,triamcinolone_clopidogrel,silent myocardial infarction,10.0,10.0
2240,colchicine_azathioprine,dyspnoea,0.22222199999999998,0.22222199999999998
2241,hydrochlorothiazide_nimesulide,hyperthyroidism,10.0,10.0
2242,"insulin, isophane_picosulfate sodium",anuria,10.0,10.0
2243,mirabegron_isosorbide,rash generalised,5.0,5.0
2244,sertraline_apomorphine,increased appetite,10.0,10.0
2245,tramadol_isosorbide,femoral artery occlusion,10.0,10.0
2246,simvastatin_torsemide,carbon dioxide increased,10.0,10.0
2247,hydrocodone_vancomycin,completed suicide,0.666667,0.666667
2248,mesalamine_atenolol,injection site swelling,2.5,2.5
2249,codeine_adalimumab,abortion induced,2.8571400000000002,2.8571400000000002
2250,melphalan_cytarabine,lobar pneumonia,10.0,10.0
2251,bisoprolol_aprepitant,fluid retention,3.33333,3.33333
2252,vitamin a_vitamin d,catheter placement,1.11111,1.11111
2253,esomeprazole_digoxin,percutaneous coronary intervention,20.0,20.0
2254,pseudoephedrine_calcium,skin lesion,5.0,5.0
2255,penicillin v_venlafaxine,skin disorder,20.0,20.0
2256,sumatriptan_sertraline,drug withdrawal syndrome,2.25806,2.25806
2257,fluvastatin_sotalol,fall,2.8571400000000002,2.8571400000000002
2258,pantoprazole_indapamide,reaction to drug excipients,10.0,10.0
2259,morphine_irbesartan,swollen tongue,3.33333,3.33333
2260,lamivudine_ritonavir,gynaecomastia,1.86047,1.86047
2261,lansoprazole_leflunomide,peripheral sensory neuropathy,10.0,10.0
2262,ethinyl estradiol_nystatin,inflammatory bowel disease,10.0,10.0
2263,cholestyramine resin_gemfibrozil,psoriasis,5.0,5.0
2264,omeprazole_lithium,malnutrition,3.33333,3.33333
2265,rabeprazole_azathioprine,mitral valve incompetence,5.0,5.0
2266,warfarin_ruxolitinib,skin infection,10.0,10.0
2267,polyethylene glycol 9000_ranitidine,urinary incontinence,3.33333,3.33333
2268,ferrous sulfate_exenatide,back pain,3.33333,3.33333
2269,allopurinol_adalimumab,cardiac failure,2.1428599999999998,2.1428599999999998
2270,pantoprazole_insulin glargine,malignant ascites,10.0,10.0
2271,"estrogens, conjugated (usp)_lisinopril",hip fracture,1.53846,1.53846
2272,ciprofloxacin_fludarabine,blood alkaline phosphatase increased,6.36364,6.36364
2273,metformin_glimepiride,edentulous,2.5,2.5
2274,buprenorphine_esomeprazole,conversion disorder,2.5,2.5
2275,oxycodone_gabapentin,back disorder,5.952380000000001,5.952380000000001
2276,scopolamine_tizanidine,parkinsonism,10.0,10.0
2277,furosemide_gemcitabine,bronchospasm,1.25,1.25
2278,fluticasone_ticagrelor,lower respiratory tract infection,2.0,2.0
2279,esomeprazole_bumetanide,urine output decreased,10.0,10.0
2280,metronidazole_dexamethasone,neoplasm,7.5,7.5
2281,prednisolone_mosapride,interstitial lung disease,10.0,10.0
2282,zolpidem_trastuzumab,nail discolouration,20.0,20.0
2283,pantoprazole_cilostazol,fall,3.63636,3.63636
2284,sucralfate_calcium citrate,ocular hyperaemia,5.0,5.0
2285,methadone_dexamethasone,anaphylactic shock,1.4285700000000001,1.4285700000000001
2286,budesonide_methimazole,atrial fibrillation,5.0,5.0
2287,prednisone_primidone,circulatory collapse,2.5,2.5
2288,hydroxyzine_ziprasidone,drug ineffective,0.909091,0.909091
2289,nicorandil_omeprazole,pericardial haemorrhage,50.0,50.0
2290,nystatin_bupropion,oral mucosal erythema,10.0,10.0
2291,prednisolone_allopurinol,colonic polyp,15.0,15.0
2292,amitriptyline_darbepoetin alfa,hypokinesia,5.0,5.0
2293,latanoprost_lansoprazole,arthropod bite,40.0,40.0
2294,estradiol_fluconazole,vitamin d deficiency,20.0,20.0
2295,duloxetine_sodium polystyrene sulfonate,nausea,2.8571400000000002,2.8571400000000002
2296,valsartan_furosemide,disease complication,2.0,2.0
2297,warfarin_azathioprine,pericarditis,2.5,2.5
2298,loperamide_lansoprazole,laceration,4.0,4.0
2299,brimonidine_duloxetine,abdominal discomfort,4.0,4.0
2300,hydrocortisone_hydroxyzine,cardiac failure,3.7931,3.7931
2301,simvastatin_ranitidine,bipolar i disorder,10.0,10.0
2302,anastrozole_carvedilol,weight bearing difficulty,10.0,10.0
2303,dextromethorphan_glimepiride,metastases to bone,5.0,5.0
2304,meropenem_teicoplanin,oral herpes,4.0,4.0
2305,thyroid (usp)_levothyroxine,laryngitis,10.0,10.0
2306,duloxetine_salsalate,hypocalcaemia,10.0,10.0
2307,trastuzumab_hydromorphone,heart rate irregular,5.0,5.0
2308,vitamin d_methotrexate,breakthrough pain,1.0,1.0
2309,lorazepam_ondansetron,prothrombin level decreased,2.5,2.5
2310,pantoprazole_ferrous sulfate,blood glucose decreased,1.92308,1.92308
2311,levetiracetam_aspirin,pathological fracture,3.33333,3.33333
2312,sodium bicarbonate_dapsone,abdominal pain,1.66667,1.66667
2313,fluoxetine_alprazolam,chronic graft versus host disease,1.66667,1.66667
2314,perphenazine_trazodone,adverse event,1.81818,1.81818
2315,levodopa_oxycodone,femoral neck fracture,10.0,10.0
2316,budesonide_tamsulosin,skin tightness,10.0,10.0
2317,cefixime_levothyroxine,restless legs syndrome,20.0,20.0
2318,acetaminophen_epoetin alfa,skin hypertrophy,210.0,210.0
2319,triamterene_nifedipine,fall,4.44444,4.44444
2320,aspirin_sucralfate,asthma,4.83871,4.83871
2321,calcium carbonate_vitamin d,malignant pleural effusion,2.5,2.5
2322,chlorpromazine_chlordiazepoxide,acute respiratory failure,10.0,10.0
2323,niacin_polyethylene glycol 9000,palpitations,10.0,10.0
2324,valdecoxib_verapamil,angina unstable,10.0,10.0
2325,naproxen_finasteride,cardiac failure,1.4285700000000001,1.4285700000000001
2326,insulin detemir_levothyroxine,red blood cell sedimentation rate increased,3.33333,3.33333
2327,vitamin d3_escitalopram,gastrointestinal haemorrhage,3.33333,3.33333
2328,furosemide_minoxidil,renal failure acute,5.15152,5.15152
2329,valsartan_azacitidine,blood pressure increased,3.33333,3.33333
2330,acetaminophen_loxoprofen,drug interaction,0.714286,0.714286
2331,dabigatran etexilate_levothyroxine,enterococcal infection,1.4285700000000001,1.4285700000000001
2332,aripiprazole_nitroglycerin,white blood cell count decreased,1.66667,1.66667
2333,fosamprenavir_ritonavir,injection site reaction,0.6,0.6
2334,sulfasalazine_meclizine,circulatory collapse,10.0,10.0
2335,candesartan_hydralazine,cellulitis,10.0,10.0
2336,glyburide_enalapril,eye pain,1.4285700000000001,1.4285700000000001
2337,erlotinib_haloperidol,renal cyst,10.0,10.0
2338,acetaminophen_metolazone,carotid artery disease,20.0,20.0
2339,lenalidomide_amitriptyline,nodal rhythm,10.0,10.0
2340,aspirin_palonosetron,arrhythmia,5.0,5.0
2341,nystatin_clavulanate,diabetic neuropathy,20.0,20.0
2342,furosemide_clopidogrel,bone neoplasm,1.0,1.0
2343,bisoprolol_methoxy polyethylene glycol-epoetin beta,hypertensive crisis,10.0,10.0
2344,isoniazid_tamsulosin,myocardial infarction,0.769231,0.769231
2345,rilmenidine_diltiazem,asthenia,4.0,4.0
2346,vitamin a_ranitidine,pathological fracture,4.0,4.0
2347,carisoprodol_albuterol,cervical spinal stenosis,20.0,20.0
2348,doxazosin_interferon beta-1a,pain in extremity,4.0,4.0
2349,telaprevir_spironolactone,contusion,0.909091,0.909091
2350,esomeprazole_memantine,hyperlipidaemia,5.0,5.0
2351,ibuprofen_lisinopril,limb discomfort,3.8095199999999996,3.8095199999999996
2352,busulfan_rabeprazole,pneumonia,5.0,5.0
2353,caffeine_metoprolol,protein total increased,10.0,10.0
2354,rivaroxaban_allopurinol,hypoglycaemia,5.38462,5.38462
2355,trastuzumab_magnesium oxide,hepatomegaly,10.0,10.0
2356,prednisolone_metoprolol,fluid overload,2.0,2.0
2357,rivastigmine_metoprolol,depression,1.05263,1.05263
2358,hydrocortisone_cefazolin,aphasia,3.33333,3.33333
2359,potassium_furosemide,hair colour changes,1.1764700000000001,1.1764700000000001
2360,temazepam_escitalopram,hypokalaemia,6.66667,6.66667
2361,clonidine_alendronate,oxygen saturation decreased,5.0,5.0
2362,celecoxib_magnesium oxide,haemoptysis,2.8571400000000002,2.8571400000000002
2363,codeine_alendronate,cold sweat,3.33333,3.33333
2364,nifedipine_magnesium oxide,anuria,2.5,2.5
2365,atorvastatin_torsemide,dry skin,1.25,1.25
2366,succinylcholine_ephedrine,renal failure,2.0,2.0
2367,metoclopramide_megestrol,polyneuropathy,10.0,10.0
2368,oxycodone_iohexol,malignant neoplasm progression,3.33333,3.33333
2369,filgrastim_darbepoetin alfa,chest pain,2.2,2.2
2370,lidocaine_trazodone,abnormal faeces,20.0,20.0
2371,tacrolimus_everolimus,glomerular filtration rate decreased,70.0,70.0
2372,furosemide_carbamazepine,palpitations,0.757576,0.757576
2373,dapsone_itraconazole,stress cardiomyopathy,10.0,10.0
2374,aspirin_clonazepam,haemorrhage intracranial,1.0810799999999998,1.0810799999999998
2375,piperacillin_acyclovir,aplastic anaemia,3.33333,3.33333
2376,diazepam_dicyclomine,cough,2.09302,2.09302
2377,nilotinib_hydroxyurea,hepatic enzyme abnormal,10.0,10.0
2378,docusate_metolazone,localised oedema,20.0,20.0
2379,lutein_atenolol,hypotension,2.0,2.0
2380,bifidobacterium lactis_gefitinib,pneumocystis jiroveci pneumonia,10.0,10.0
2381,"risperidone_insulin, isophane",vomiting,1.5625,1.5625
2382,lisinopril_naproxen,coronary artery bypass,0.454545,0.454545
2383,omeprazole_amoxicillin,hypovolaemia,8.0,8.0
2384,terazosin_felodipine,renal failure acute,6.36364,6.36364
2385,fluphenazine_benztropine,hypotension,1.9047599999999998,1.9047599999999998
2386,methadone_ranitidine,balance disorder,1.53846,1.53846
2387,betamethasone_loratadine,labyrinthitis,10.0,10.0
2388,sulfasalazine_duloxetine,respiratory failure,1.25,1.25
2389,alfacalcidol_azosemide,chronic obstructive pulmonary disease,10.0,10.0
2390,magnesium_paricalcitol,depression,5.0,5.0
2391,cyproheptadine_zolpidem,pharyngeal oedema,10.0,10.0
2392,hydrocodone_prednisone,wound dehiscence,2.5,2.5
2393,succinylcholine_propofol,urinary retention,0.625,0.625
2394,metformin_atorvastatin,urinary tract infection pseudomonal,1.66667,1.66667
2395,ethinyl estradiol_oxymorphone,nausea,3.33333,3.33333
2396,potassium_iron,coordination abnormal,3.75,3.75
2397,valacyclovir_doxorubicin,restlessness,0.833333,0.833333
2398,sulfasalazine_indomethacin,drug hypersensitivity,2.22222,2.22222
2399,metformin_mirabegron,amnesia,2.5,2.5
2400,tazobactam_cyclophosphamide,blood culture positive,10.0,10.0
2401,sodium chloride_levalbuterol,ascites,7.5,7.5
2402,"glipizide_regular insulin, human",drug ineffective,0.808824,0.808824
2403,potassium_pyridoxine,nausea,2.8571400000000002,2.8571400000000002
2404,epinephrine_alprazolam,hyperglycaemia,10.0,10.0
2405,enoxaparin_methylprednisolone,pharyngeal oedema,0.769231,0.769231
2406,vinorelbine_zolpidem,device failure,20.0,20.0
2407,tramadol_ketoprofen,maternal drugs affecting foetus,0.833333,0.833333
2408,heparin_carbamazepine,herpes simplex,10.0,10.0
2409,aspirin_omeprazole,hyperammonaemia,0.5,0.5
2410,zolmitriptan_prednisone,bronchitis,2.8571400000000002,2.8571400000000002
2411,clorazepate_ranitidine,chest discomfort,2.22222,2.22222
2412,ondansetron_standardized senna concentrate,disease recurrence,2.72727,2.72727
2413,sulfasalazine_linseed oil,nausea,1.66667,1.66667
2414,buspirone_insulin glargine,feeling hot,1.4285700000000001,1.4285700000000001
2415,valsartan_nebivolol,tremor,1.70213,1.70213
2416,voriconazole_celecoxib,syncope,5.0,5.0
2417,capecitabine_irinotecan,colitis ulcerative,0.666667,0.666667
2418,rivastigmine_atenolol,decubitus ulcer,10.0,10.0
2419,duloxetine_diltiazem,skin ulcer,2.5,2.5
2420,bisoprolol_omeprazole,hypoparathyroidism,16.6667,16.6667
2421,"insulin, isophane_clobetasol",asthma,20.0,20.0
2422,estradiol_mesalamine,bronchitis,1.33333,1.33333
2423,esomeprazole_levocetirizine,discomfort,3.33333,3.33333
2424,propoxyphene_buspirone,weight increased,8.0,8.0
2425,buprenorphine_adapalene,vision blurred,10.0,10.0
2426,fentanyl_nitroglycerin,oropharyngeal pain,0.338983,0.338983
2427,levothyroxine_thalidomide,metabolic acidosis,4.0,4.0
2428,travoprost_irbesartan,confusional state,2.0,2.0
2429,methylprednisolone_trimethoprim,enterocolitis haemorrhagic,3.33333,3.33333
2430,diphenhydramine_interferon beta-1a,injury associated with device,5.0,5.0
2431,ranitidine_sildenafil,hepatic cyst,10.0,10.0
2432,calcium carbonate_cilostazol,nervous system disorder,5.0,5.0
2433,albuterol_hydroxyzine,scoliosis,16.6667,16.6667
2434,pantoprazole_simvastatin,atelectasis,7.5,7.5
2435,cisapride_alprazolam,flushing,5.0,5.0
2436,ezetimibe_metoprolol,sinusitis,1.25,1.25
2437,estradiol_standardized senna concentrate,swelling,10.0,10.0
2438,vitamin e_paroxetine,gastrointestinal disorder,1.66667,1.66667
2439,ipratropium_metoclopramide,faecal incontinence,2.0,2.0
2440,tiagabine_diazepam,erythema,0.833333,0.833333
2441,phenylephrine_salmeterol,gout,10.0,10.0
2442,levothyroxine_potassium chloride,akathisia,0.18867899999999999,0.18867899999999999
2443,"omega-3 acid ethyl esters (usp)_insulin, glulisine, human",blood glucose decreased,10.0,10.0
2444,diphenhydramine_clonazepam,trigeminal neuralgia,5.0,5.0
2445,magnesium_tramadol,loss of consciousness,2.96296,2.96296
2446,sucralfate_celecoxib,night sweats,20.0,20.0
2447,mometasone_modafinil,anorexia,26.6667,26.6667
2448,enalapril_lamotrigine,platelet count increased,10.0,10.0
2449,metolazone_naproxen,osteoarthritis,15.0,15.0
2450,magnesium_ondansetron,no therapeutic response,1.66667,1.66667
2451,fluticasone_ferrous sulfate,thrombosis,2.0,2.0
2452,atropine_diphenoxylate,oxygen supplementation,10.0,10.0
2453,posaconazole_fluconazole,infection,3.33333,3.33333
2454,abacavir_tramadol,hypertensive heart disease,30.0,30.0
2455,fluoxetine_cyclophosphamide,influenza,2.8571400000000002,2.8571400000000002
2456,acetaminophen_omeprazole,angioneurotic oedema,1.09756,1.09756
2457,fluticasone_solifenacin,renal tubular necrosis,10.0,10.0
2458,fenofibrate_vitamin d,staphylococcal sepsis,1.66667,1.66667
2459,vancomycin_tegaserod,renal failure,10.0,10.0
2460,folic acid_vitamin b 12,bacterial sepsis,5.71429,5.71429
2461,docusate_beclomethasone,haemorrhage,1.11111,1.11111
2462,cyclophosphamide_omeprazole,intervertebral disc degeneration,4.16667,4.16667
2463,cyclophosphamide_bortezomib,quality of life decreased,1.30435,1.30435
2464,clonidine_escitalopram,abnormal dreams,0.769231,0.769231
2465,acetaminophen_tramadol,cardiopulmonary failure,2.67857,2.67857
2466,ribavirin_cholecalciferol,pyrexia,1.25,1.25
2467,docusate_rofecoxib,communication disorder,3.33333,3.33333
2468,fluoxetine_brimonidine,osteoarthritis,20.0,20.0
2469,simvastatin_loratadine,colonic obstruction,5.0,5.0
2470,desloratadine_gabapentin,emotional disorder,20.0,20.0
2471,sucralfate_ondansetron,blepharospasm,10.0,10.0
2472,amlodipine_losartan,pleurisy,1.0344799999999998,1.0344799999999998
2473,budesonide_lipase,headache,1.66667,1.66667
2474,polyethylene glycol 3350_propoxyphene,exercise tolerance decreased,10.0,10.0
2475,esomeprazole_povidone-iodine,haemoglobin decreased,3.33333,3.33333
2476,hydrocodone_paricalcitol,injury,2.72727,2.72727
2477,gabapentin_trazodone,application site rash,0.606061,0.606061
2478,warfarin_erythromycin,visual acuity reduced,4.44444,4.44444
2479,tramadol_oxycodone,anaphylactic reaction,0.266667,0.266667
2480,ondansetron_cetuximab,visual impairment,0.666667,0.666667
2481,isosorbide_amiodarone,inappropriate schedule of drug administration,0.30303,0.30303
2482,hydrocortisone_amiodarone,gastroenteritis,10.0,10.0
2483,folic acid_atenolol,emotional distress,1.14754,1.14754
2484,mosapride_loxoprofen,musculoskeletal pain,2.22222,2.22222
2485,quetiapine_naproxen,skin ulcer,3.33333,3.33333
2486,sertraline_venlafaxine,antipsychotic drug level increased,1.66667,1.66667
2487,melatonin_atenolol,hypokalaemia,5.0,5.0
2488,tamsulosin_rabeprazole,cyanosis,2.0,2.0
2489,glyburide_leuprolide,injection site mass,5.0,5.0
2490,galantamine_magnesium oxide,dysphagia,3.33333,3.33333
2491,naltrexone_zolpidem,malaise,1.66667,1.66667
2492,fenofibrate_carvedilol,hallucination,1.62791,1.62791
2493,enalapril_prednisolone,sudden hearing loss,2.5,2.5
2494,docusate_ciprofloxacin,rash pruritic,2.5,2.5
2495,vitamin d3_iron,extra dose administered,5.0,5.0
2496,oxycodone_simvastatin,gastrointestinal hypermotility,10.0,10.0
2497,prochlorperazine_olmesartan,weight increased,0.9523809999999999,0.9523809999999999
2498,prochlorperazine_heparin,sinus disorder,10.0,10.0
2499,risedronate_glimepiride,ligament sprain,20.0,20.0
2500,prednisolone_atenolol,drug intolerance,0.526316,0.526316
2501,rivastigmine_codeine,anxiety,3.33333,3.33333
2502,diphenhydramine_rofecoxib,retching,3.33333,3.33333
2503,chlorthalidone_allopurinol,adverse event,1.25,1.25
2504,guaifenesin_warfarin,nasal septum deviation,10.0,10.0
2505,triazolam_pregabalin,renal impairment,2.8571400000000002,2.8571400000000002
2506,rizatriptan_azathioprine,central nervous system lesion,5.0,5.0
2507,famotidine_diphenhydramine,sinus headache,3.0,3.0
2508,"donepezil_insulin, isophane",major depression,10.0,10.0
2509,"metformin_estrogens, conjugated (usp)",therapeutic procedure,10.0,10.0
2510,betamethasone_sunitinib,staphylococcal infection,5.0,5.0
2511,acetaminophen_esomeprazole,optic neuritis,0.322581,0.322581
2512,allopurinol_potassium chloride,basal cell carcinoma,4.54545,4.54545
2513,penicillin g_diazepam,multiple sclerosis relapse,5.0,5.0
2514,propranolol_zinc,influenza like illness,5.0,5.0
2515,aspirin_fentanyl,urinary retention,4.893619999999999,4.893619999999999
2516,guaifenesin_diclofenac,vomiting,2.8,2.8
2517,lidocaine_digoxin,laceration,10.0,10.0
2518,aspirin_potassium,hypertension,3.3496300000000003,3.3496300000000003
2519,caffeine_montelukast,arthralgia,2.0,2.0
2520,loperamide_levothyroxine,central line infection,10.0,10.0
2521,enoxaparin_meperidine,erectile dysfunction,5.0,5.0
2522,esomeprazole_cetirizine,colonoscopy abnormal,10.0,10.0
2523,filgrastim_letrozole,urinary tract infection,30.0,30.0
2524,oxycodone_nabumetone,fistula,10.0,10.0
2525,lidocaine_triamcinolone,injection site infection,5.0,5.0
2526,clonidine_levalbuterol,cardiac failure congestive,10.0,10.0
2527,guaifenesin_zolpidem,herpes simplex,30.0,30.0
2528,chlorpheniramine_fenofibrate,arthralgia,2.72727,2.72727
2529,amlodipine_valsartan,scrotal pain,10.0,10.0
2530,gabapentin_digoxin,pulmonary oedema,7.77778,7.77778
2531,diphenhydramine_bisacodyl,non-cardiac chest pain,20.0,20.0
2532,loperamide_zolpidem,tooth abscess,3.33333,3.33333
2533,zidovudine_nevirapine,bronchiolitis,1.11111,1.11111
2534,cyclophosphamide_atenolol,deafness,1.66667,1.66667
2535,"sennosides, usp_insulin lispro",arthritis,5.0,5.0
2536,diazepam_mecobalamin,osteomyelitis,10.0,10.0
2537,diclofenac_mometasone,hepatic cirrhosis,10.0,10.0
2538,risperidone_zopiclone,lactic acidosis,0.769231,0.769231
2539,teriparatide_citalopram,pneumothorax,3.33333,3.33333
2540,geranylgeranylacetone_loxoprofen,renal function test abnormal,5.0,5.0
2541,amlodipine_polyethylene glycol 4000,candidiasis,5.0,5.0
2542,melphalan_ursodeoxycholate,decreased appetite,1.30435,1.30435
2543,oxycodone_loperamide,ankle fracture,3.33333,3.33333
2544,warfarin_alendronate,ammonia increased,1.11111,1.11111
2545,azithromycin_docetaxel,blood pressure decreased,5.0,5.0
2546,roflumilast_aspirin,fall,3.52941,3.52941
2547,fexofenadine_allopurinol,graft versus host disease,3.33333,3.33333
2548,atenolol_darbepoetin alfa,blood triglycerides increased,1.66667,1.66667
2549,ascorbic acid_calcitriol,renal failure chronic,100.0,100.0
2550,carisoprodol_buprenorphine,scoliosis,20.0,20.0
2551,iron_potassium chloride,international normalised ratio decreased,10.0,10.0
2552,ranolazine_nitroglycerin,cardiac failure congestive,5.14286,5.14286
2553,aspirin_fumarate,gait disturbance,2.0,2.0
2554,oxycodone_doxazosin,adhesion,10.0,10.0
2555,rosiglitazone_metoprolol,myalgia,0.510753,0.510753
2556,candesartan_loxoprofen,musculoskeletal stiffness,0.47618999999999995,0.47618999999999995
2557,enalapril_fluconazole,rectal haemorrhage,1.25,1.25
2558,chlordiazepoxide_ranitidine,dizziness,3.61111,3.61111
2559,lactate_insulin glargine,discomfort,10.0,10.0
2560,ascorbic acid_lactulose,hepatic function abnormal,3.33333,3.33333
2561,montelukast_sodium chloride,macular degeneration,5.0,5.0
2562,irinotecan_escitalopram,emotional distress,3.33333,3.33333
2563,hydrochlorothiazide_fluticasone,jaundice,0.816327,0.816327
2564,sufentanil_ranitidine,oedema,20.0,20.0
2565,propofol_fluconazole,psychomotor hyperactivity,10.0,10.0
2566,nitrazepam_lithium carbonate,weight increased,1.11111,1.11111
2567,vancomycin_epoetin alfa,swelling,0.833333,0.833333
2568,sulfamethoxazole_darunavir,contusion,0.37037,0.37037
2569,folic acid_metoclopramide,organising pneumonia,5.0,5.0
2570,potassium chloride_trazodone,dermatitis,4.28571,4.28571
2571,fluticasone_oxycodone,rosacea,40.0,40.0
2572,acetaminophen_allopurinol,hypersensitivity vasculitis,30.0,30.0
2573,nitrofurantoin_etodolac,diarrhoea,10.0,10.0
2574,simvastatin_ciprofloxacin,gastrointestinal pain,1.0,1.0
2575,doxorubicin_fondaparinux,swelling,10.0,10.0
2576,acetaminophen_idarubicin,neuropathy peripheral,20.0,20.0
2577,esomeprazole_vitamin d,papilloma,30.0,30.0
2578,zoledronic acid_domperidone,abdominal pain upper,1.81818,1.81818
2579,dexamethasone_prednisone,cerebellar atrophy,10.0,10.0
2580,carbimazole_fentanyl,blood glucose increased,3.33333,3.33333
2581,sulfasalazine_felodipine,angina pectoris,10.0,10.0
2582,prochlorperazine_lubiprostone,depressed level of consciousness,10.0,10.0
2583,omeprazole_ondansetron,cardiac murmur,2.33333,2.33333
2584,glyburide_tamsulosin,blood thyroid stimulating hormone increased,5.0,5.0
2585,ibuprofen_betahistine,circulatory collapse,10.0,10.0
2586,albuterol_sodium bicarbonate,nephrolithiasis,1.66667,1.66667
2587,morphine_cisplatin,drug toxicity,1.66667,1.66667
2588,aluminum hydroxide_clopidogrel,anxiety,1.35135,1.35135
2589,propoxyphene_metoprolol,hepatomegaly,7.5,7.5
2590,magnesium hydroxide_carvedilol,haematuria,5.0,5.0
2591,bortezomib_digoxin,neuropathy peripheral,55.0,55.0
2592,ciprofloxacin_ganciclovir,face oedema,3.33333,3.33333
2593,acetaminophen_ferrous sulfate,osteoarthritis,4.81482,4.81482
2594,benserazide_lactulose,erythema,5.0,5.0
2595,daptomycin_heparin,blood urea increased,10.0,10.0
2596,clemastine_granisetron,palmar-plantar erythrodysaesthesia syndrome,12.0,12.0
2597,propranolol_pravastatin,hyperparathyroidism,5.0,5.0
2598,phenprocoumon_atorvastatin,renal cyst,5.0,5.0
2599,valproate_zopiclone,dysthymic disorder,30.0,30.0
2600,oxcarbazepine_methotrexate,contusion,3.33333,3.33333
2601,lidocaine_rofecoxib,cystitis,10.0,10.0
2602,escitalopram_fluconazole,eye pain,0.769231,0.769231
2603,risperidone_haloperidol,quality of life decreased,1.4285700000000001,1.4285700000000001
2604,simvastatin_triamcinolone,incorrect dose administered,1.89189,1.89189
2605,hydromorphone_alprazolam,joint range of motion decreased,6.66667,6.66667
2606,hydrocodone_alprazolam,fear of disease,4.0,4.0
2607,lisinopril_darbepoetin alfa,neuralgia,2.5,2.5
2608,pantoprazole_magnesium sulfate,blood pressure decreased,2.22222,2.22222
2609,cetirizine_penicillin,hepatic enzyme increased,5.0,5.0
2610,esomeprazole_dexchlorpheniramine,transient ischaemic attack,1.66667,1.66667
2611,carisoprodol_cimetidine,speech disorder,5.0,5.0
2612,valacyclovir_varenicline,influenza,2.0,2.0
2613,doxazosin_lorazepam,international normalised ratio increased,5.0,5.0
2614,psyllium_diltiazem,myalgia,1.0,1.0
2615,hydrocodone_indomethacin,fatigue,1.8292700000000002,1.8292700000000002
2616,amlodipine_insulin lispro,peripheral embolism,30.0,30.0
2617,acetaminophen_clotrimazole,intervertebral disc protrusion,11.25,11.25
2618,ketoprofen_etodolac,femur fracture,5.0,5.0
2619,acetaminophen_codeine,ventricular septal defect,1.25,1.25
2620,oxycodone_aprepitant,haemorrhage,0.714286,0.714286
2621,propranolol_theophylline,palpitations,5.0,5.0
2622,hydrocortisone_metoclopramide,intervertebral disc degeneration,15.0,15.0
